store_id,store_name,model_id,model_name,price_tier,successor_launch_status,units_at_risk,risk_triggers,recent_two_week_sales,prior_six_week_avg_sales,capital_at_risk,markdown_pct,markdown_cost,weeks_until_forced_action,probability_unsold_at_deadline,transfer_target,transfer_cost,hold_opportunity_cost,hold_markdown_risk_cost,hold_total_cost,recommended_action,recommended_cost,reasoning
BLR-08,MobiMart Electronic City,F15,Pixel 10 Pro,flagship,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.1666666666666667,92011,0.27,24842.97,6.0,0.2,BLR-03,978.5011506849315,1910.9976923076922,6440.77,8351.767692307692,TRANSFER,978.5011506849315,"MobiMart Electronic City, Pixel 10 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 24,843 margin lost
- Transfer: Rs 979; Transfer target MobiMart Indiranagar at Rs 797/unit plus 4-day holding cost.
- Hold: Rs 1,911 opportunity cost + Rs 6,441 markdown risk = Rs 8,352
RECOMMENDED: TRANSFER at Rs 979"
BEL-01,MobiMart Cantonment,M12,Redmi Note 15,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,1.8333333333333333,17217,0.275,4734.675,2.0,0.8400000000000001,MAN-01,524.962301369863,119.19461538461539,5061.798000000001,5180.992615384616,TRANSFER,524.962301369863,"MobiMart Cantonment, Redmi Note 15, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (28%): Rs 4,735 margin lost
- Transfer: Rs 525; Transfer target MobiMart Court Road at Rs 491/unit plus 4-day holding cost.
- Hold: Rs 119 opportunity cost + Rs 5,062 markdown risk = Rs 5,181
RECOMMENDED: TRANSFER at Rs 525"
MAN-01,MobiMart Court Road,M15,Vivo V51e,mid,confirmed,3,past peak with declining store trend; last two weeks below 40% of prior six-week average,1.5,4.666666666666667,79959,0.27,21588.93,2.0,0.8400000000000001,,,553.5623076923076,23507.946,24061.508307692307,MARKDOWN,21588.93,"MobiMart Court Road, Vivo V51e, 3 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 21,589 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 554 opportunity cost + Rs 23,508 markdown risk = Rs 24,062
RECOMMENDED: MARKDOWN at Rs 21,589"
MAN-01,MobiMart Court Road,M04,OnePlus Nord CE5,mid,confirmed,1,past expected lifecycle,0.0,0.0,21389,0.28500000000000003,6095.865000000001,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart Court Road, OnePlus Nord CE5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,096 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
BLR-03,MobiMart Indiranagar,M16,Motorola Edge 70 Fusion,mid,confirmed,4,past peak with declining store trend,3.5,4.166666666666667,82720,0.16363636363636364,13536.0,2.0,0.8400000000000001,BLR-08,3271.173698630137,572.676923076923,24319.68,24892.356923076924,TRANSFER,3271.173698630137,"MobiMart Indiranagar, Motorola Edge 70 Fusion, 4 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (16%): Rs 13,536 margin lost
- Transfer: Rs 3,271; Transfer target MobiMart Electronic City at Rs 777/unit plus 4-day holding cost.
- Hold: Rs 573 opportunity cost + Rs 24,320 markdown risk = Rs 24,892
RECOMMENDED: TRANSFER at Rs 3,271"
TUM-01,MobiMart MG Road,M12,Redmi Note 15,mid,confirmed,1,past peak with declining store trend,1.0,1.5,17217,0.275,4734.675,1.0,0.98,MAN-01,747.962301369863,59.597307692307695,5905.431,5965.028307692307,TRANSFER,747.962301369863,"MobiMart MG Road, Redmi Note 15, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (28%): Rs 4,735 margin lost
- Transfer: Rs 748; Transfer target MobiMart Court Road at Rs 714/unit plus 4-day holding cost.
- Hold: Rs 60 opportunity cost + Rs 5,905 markdown risk = Rs 5,965
RECOMMENDED: TRANSFER at Rs 748"
BLR-03,MobiMart Indiranagar,M15,Vivo V51e,mid,confirmed,3,past peak with declining store trend,2.5,3.3333333333333335,79959,0.19999999999999998,15991.8,2.0,0.8400000000000001,,,553.5623076923076,23507.946,24061.508307692307,MARKDOWN,15991.8,"MobiMart Indiranagar, Vivo V51e, 3 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 15,992 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 554 opportunity cost + Rs 23,508 markdown risk = Rs 24,062
RECOMMENDED: MARKDOWN at Rs 15,992"
BLR-03,MobiMart Indiranagar,F12,iPhone 17 Pro,flagship,confirmed,1,past peak with declining store trend,0.5,0.6666666666666666,98296,0.28500000000000003,28014.360000000004,2.0,0.8400000000000001,,,680.5107692307691,28899.024,29579.53476923077,MARKDOWN,28014.360000000004,"MobiMart Indiranagar, iPhone 17 Pro, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (29%): Rs 28,014 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 681 opportunity cost + Rs 28,899 markdown risk = Rs 29,580
RECOMMENDED: MARKDOWN at Rs 28,014"
BLR-08,MobiMart Electronic City,M04,OnePlus Nord CE5,mid,confirmed,1,past expected lifecycle,0.0,0.0,21389,0.28500000000000003,6095.865000000001,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart Electronic City, OnePlus Nord CE5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,096 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
BLR-02,MobiMart Koramangala,M15,Vivo V51e,mid,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average,1.0,3.0,53306,0.27,14392.62,2.0,0.8400000000000001,,,369.04153846153844,15671.964,16041.005538461539,MARKDOWN,14392.62,"MobiMart Koramangala, Vivo V51e, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 14,393 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 369 opportunity cost + Rs 15,672 markdown risk = Rs 16,041
RECOMMENDED: MARKDOWN at Rs 14,393"
BLR-01,MobiMart Jayanagar,F11,Samsung Galaxy S26,flagship,confirmed,1,past expected lifecycle,1.0,1.0,66735,0.28500000000000003,19019.475000000002,1.0,0.98,,,231.0057692307692,22890.105,23121.11076923077,MARKDOWN,19019.475000000002,"MobiMart Jayanagar, Samsung Galaxy S26, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 19,019 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 231 opportunity cost + Rs 22,890 markdown risk = Rs 23,121
RECOMMENDED: MARKDOWN at Rs 19,019"
BLR-05,MobiMart Malleshwaram,M14,OnePlus Nord CE6,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,1.5,22726,0.27,6136.02,2.0,0.8400000000000001,BLR-04,664.8293698630137,157.33384615384614,6681.444,6838.777846153846,TRANSFER,664.8293698630137,"MobiMart Malleshwaram, OnePlus Nord CE6, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 6,136 margin lost
- Transfer: Rs 665; Transfer target MobiMart Whitefield at Rs 620/unit plus 4-day holding cost.
- Hold: Rs 157 opportunity cost + Rs 6,681 markdown risk = Rs 6,839
RECOMMENDED: TRANSFER at Rs 665"
BLR-04,MobiMart Whitefield,M15,Vivo V51e,mid,confirmed,3,past peak with declining store trend,1.5,3.3333333333333335,79959,0.19999999999999998,15991.8,2.0,0.8400000000000001,,,553.5623076923076,23507.946,24061.508307692307,MARKDOWN,15991.8,"MobiMart Whitefield, Vivo V51e, 3 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 15,992 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 554 opportunity cost + Rs 23,508 markdown risk = Rs 24,062
RECOMMENDED: MARKDOWN at Rs 15,992"
BLR-08,MobiMart Electronic City,M15,Vivo V51e,mid,confirmed,3,past peak with declining store trend,3.0,3.1666666666666665,79959,0.19999999999999998,15991.8,1.0,0.98,,,276.7811538461538,27425.936999999998,27702.718153846152,MARKDOWN,15991.8,"MobiMart Electronic City, Vivo V51e, 3 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 15,992 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 277 opportunity cost + Rs 27,426 markdown risk = Rs 27,703
RECOMMENDED: MARKDOWN at Rs 15,992"
MAN-01,MobiMart Court Road,M03,Realme 14 Pro,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,24373,0.3,7311.9,6.0,0.2,,,506.2084615384615,1706.11,2212.3184615384616,HOLD,2212.3184615384616,"MobiMart Court Road, Realme 14 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 7,312 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 506 opportunity cost + Rs 1,706 markdown risk = Rs 2,212
RECOMMENDED: HOLD at Rs 2,212"
BLR-02,MobiMart Koramangala,M14,OnePlus Nord CE6,mid,confirmed,2,past peak with declining store trend,2.0,2.3333333333333335,45452,0.22857142857142856,10389.028571428571,1.0,0.98,,,157.33384615384614,15590.035999999998,15747.369846153844,MARKDOWN,10389.028571428571,"MobiMart Koramangala, OnePlus Nord CE6, 2 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 10,389 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 157 opportunity cost + Rs 15,590 markdown risk = Rs 15,747
RECOMMENDED: MARKDOWN at Rs 10,389"
DAV-01,MobiMart PJ Extension,M14,OnePlus Nord CE6,mid,confirmed,1,past peak with declining store trend,1.0,1.1666666666666667,22726,0.22857142857142856,5194.5142857142855,1.0,0.98,BLR-04,763.8293698630137,78.66692307692307,7795.017999999999,7873.684923076922,TRANSFER,763.8293698630137,"MobiMart PJ Extension, OnePlus Nord CE6, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 5,195 margin lost
- Transfer: Rs 764; Transfer target MobiMart Whitefield at Rs 719/unit plus 4-day holding cost.
- Hold: Rs 79 opportunity cost + Rs 7,795 markdown risk = Rs 7,874
RECOMMENDED: TRANSFER at Rs 764"
BEL-02,MobiMart Tilakwadi,M14,OnePlus Nord CE6,mid,confirmed,1,past peak with declining store trend,1.0,1.3333333333333333,22726,0.22857142857142856,5194.5142857142855,1.0,0.98,BLR-04,727.8293698630137,78.66692307692307,7795.017999999999,7873.684923076922,TRANSFER,727.8293698630137,"MobiMart Tilakwadi, OnePlus Nord CE6, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 5,195 margin lost
- Transfer: Rs 728; Transfer target MobiMart Whitefield at Rs 683/unit plus 4-day holding cost.
- Hold: Rs 79 opportunity cost + Rs 7,795 markdown risk = Rs 7,874
RECOMMENDED: TRANSFER at Rs 728"
BLR-01,MobiMart Jayanagar,M15,Vivo V51e,mid,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,2.3333333333333335,53306,0.27,14392.62,4.0,0.52,,,738.0830769230769,9701.692,10439.775076923075,HOLD,10439.775076923075,"MobiMart Jayanagar, Vivo V51e, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 14,393 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 738 opportunity cost + Rs 9,702 markdown risk = Rs 10,440
RECOMMENDED: HOLD at Rs 10,440"
BLR-08,MobiMart Electronic City,M14,OnePlus Nord CE6,mid,confirmed,2,past peak with declining store trend,1.5,3.0,45452,0.22857142857142856,10389.028571428571,2.0,0.8400000000000001,,,314.6676923076923,13362.888,13677.555692307693,MARKDOWN,10389.028571428571,"MobiMart Electronic City, OnePlus Nord CE6, 2 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 10,389 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 315 opportunity cost + Rs 13,363 markdown risk = Rs 13,678
RECOMMENDED: MARKDOWN at Rs 10,389"
BLR-08,MobiMart Electronic City,M02,Redmi Note 14,mid,confirmed,1,past expected lifecycle,0.0,0.0,16548,0.28500000000000003,4716.18,6.0,0.2,,,343.6892307692308,1158.36,1502.0492307692307,HOLD,1502.0492307692307,"MobiMart Electronic City, Redmi Note 14, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 4,716 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: HOLD at Rs 1,502"
SHI-01,MobiMart Vidya Nagar,M15,Vivo V51e,mid,confirmed,2,past peak with declining store trend,1.5,1.6666666666666667,53306,0.19999999999999998,10661.199999999999,2.0,0.8400000000000001,,,369.04153846153844,15671.964,16041.005538461539,MARKDOWN,10661.199999999999,"MobiMart Vidya Nagar, Vivo V51e, 2 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 10,661 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 369 opportunity cost + Rs 15,672 markdown risk = Rs 16,041
RECOMMENDED: MARKDOWN at Rs 10,661"
BLR-01,MobiMart Jayanagar,F17,iPhone 17 Pro Max,flagship,confirmed,1,last two weeks below 40% of prior six-week average,0.0,0.6666666666666666,109430,0.27,29546.100000000002,6.0,0.2,,,2272.7769230769227,7660.1,9932.876923076923,HOLD,9932.876923076923,"MobiMart Jayanagar, iPhone 17 Pro Max, 1 units at risk (last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 29,546 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 2,273 opportunity cost + Rs 7,660 markdown risk = Rs 9,933
RECOMMENDED: HOLD at Rs 9,933"
DAV-01,MobiMart PJ Extension,F17,iPhone 17 Pro Max,flagship,confirmed,1,last two weeks below 40% of prior six-week average,0.0,0.16666666666666666,109430,0.27,29546.100000000002,6.0,0.2,BLR-04,1003.8619178082191,2272.7769230769227,7660.1,9932.876923076923,TRANSFER,1003.8619178082191,"MobiMart PJ Extension, iPhone 17 Pro Max, 1 units at risk (last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 29,546 margin lost
- Transfer: Rs 1,004; Transfer target MobiMart Whitefield at Rs 788/unit plus 4-day holding cost.
- Hold: Rs 2,273 opportunity cost + Rs 7,660 markdown risk = Rs 9,933
RECOMMENDED: TRANSFER at Rs 1,004"
BEL-01,MobiMart Cantonment,M15,Vivo V51e,mid,confirmed,2,past peak with declining store trend,1.5,1.6666666666666667,53306,0.19999999999999998,10661.199999999999,2.0,0.8400000000000001,,,369.04153846153844,15671.964,16041.005538461539,MARKDOWN,10661.199999999999,"MobiMart Cantonment, Vivo V51e, 2 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 10,661 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 369 opportunity cost + Rs 15,672 markdown risk = Rs 16,041
RECOMMENDED: MARKDOWN at Rs 10,661"
UDU-01,MobiMart Udupi Main Road,M15,Vivo V51e,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.3333333333333333,26653,0.27,7196.31,6.0,0.2,,,553.5623076923076,1865.71,2419.2723076923075,HOLD,2419.2723076923075,"MobiMart Udupi Main Road, Vivo V51e, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 7,196 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 554 opportunity cost + Rs 1,866 markdown risk = Rs 2,419
RECOMMENDED: HOLD at Rs 2,419"
KOL-01,MobiMart Station Road,M15,Vivo V51e,mid,confirmed,1,past peak with declining store trend,0.5,1.0,26653,0.19999999999999998,5330.599999999999,2.0,0.8400000000000001,,,184.52076923076922,7835.982,8020.502769230769,MARKDOWN,5330.599999999999,"MobiMart Station Road, Vivo V51e, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (20%): Rs 5,331 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 185 opportunity cost + Rs 7,836 markdown risk = Rs 8,021
RECOMMENDED: MARKDOWN at Rs 5,331"
BLR-05,MobiMart Malleshwaram,M12,Redmi Note 15,mid,confirmed,1,past peak with declining store trend,0.5,1.1666666666666667,17217,0.275,4734.675,2.0,0.8400000000000001,MAN-01,526.962301369863,119.19461538461539,5061.798000000001,5180.992615384616,TRANSFER,526.962301369863,"MobiMart Malleshwaram, Redmi Note 15, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (28%): Rs 4,735 margin lost
- Transfer: Rs 527; Transfer target MobiMart Court Road at Rs 493/unit plus 4-day holding cost.
- Hold: Rs 119 opportunity cost + Rs 5,062 markdown risk = Rs 5,181
RECOMMENDED: TRANSFER at Rs 527"
BLR-02,MobiMart Koramangala,M16,Motorola Edge 70 Fusion,mid,confirmed,3,past peak with declining store trend,2.5,2.6666666666666665,62040,0.16363636363636364,10152.0,2.0,0.8400000000000001,BLR-08,1136.3802739726027,429.50769230769225,18239.760000000002,18669.267692307694,TRANSFER,1136.3802739726027,"MobiMart Koramangala, Motorola Edge 70 Fusion, 3 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (16%): Rs 10,152 margin lost
- Transfer: Rs 1,136; Transfer target MobiMart Electronic City at Rs 338/unit plus 4-day holding cost.
- Hold: Rs 430 opportunity cost + Rs 18,240 markdown risk = Rs 18,669
RECOMMENDED: TRANSFER at Rs 1,136"
DAV-02,MobiMart MCC B Block,M16,Motorola Edge 70 Fusion,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.3333333333333333,20680,0.27,5583.6,6.0,0.2,BLR-08,567.7934246575343,429.50769230769225,1447.6,1877.107692307692,TRANSFER,567.7934246575343,"MobiMart MCC B Block, Motorola Edge 70 Fusion, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 5,584 margin lost
- Transfer: Rs 568; Transfer target MobiMart Electronic City at Rs 527/unit plus 4-day holding cost.
- Hold: Rs 430 opportunity cost + Rs 1,448 markdown risk = Rs 1,877
RECOMMENDED: TRANSFER at Rs 568"
BLR-02,MobiMart Koramangala,F03,OnePlus 13,flagship,confirmed,1,past expected lifecycle,0.0,0.0,55530,0.28500000000000003,15826.050000000001,6.0,0.2,,,1153.3153846153846,3887.1000000000004,5040.415384615385,HOLD,5040.415384615385,"MobiMart Koramangala, OnePlus 13, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 15,826 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,153 opportunity cost + Rs 3,887 markdown risk = Rs 5,040
RECOMMENDED: HOLD at Rs 5,040"
MYS-01,MobiMart Devaraja Mohalla,M14,OnePlus Nord CE6,mid,confirmed,1,past peak with declining store trend,1.0,1.1666666666666667,22726,0.22857142857142856,5194.5142857142855,1.0,0.98,BLR-04,503.8293698630137,78.66692307692307,7795.017999999999,7873.684923076922,TRANSFER,503.8293698630137,"MobiMart Devaraja Mohalla, OnePlus Nord CE6, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 5,195 margin lost
- Transfer: Rs 504; Transfer target MobiMart Whitefield at Rs 459/unit plus 4-day holding cost.
- Hold: Rs 79 opportunity cost + Rs 7,795 markdown risk = Rs 7,874
RECOMMENDED: TRANSFER at Rs 504"
BEL-01,MobiMart Cantonment,M16,Motorola Edge 70 Fusion,mid,confirmed,3,past peak with declining store trend,2.0,2.1666666666666665,62040,0.16363636363636364,10152.0,2.0,0.8400000000000001,BLR-08,1754.3802739726027,429.50769230769225,18239.760000000002,18669.267692307694,TRANSFER,1754.3802739726027,"MobiMart Cantonment, Motorola Edge 70 Fusion, 3 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (16%): Rs 10,152 margin lost
- Transfer: Rs 1,754; Transfer target MobiMart Electronic City at Rs 544/unit plus 4-day holding cost.
- Hold: Rs 430 opportunity cost + Rs 18,240 markdown risk = Rs 18,669
RECOMMENDED: TRANSFER at Rs 1,754"
